# The file for storing data from Mass-Spring-Damper simulation with the PID Controller.
# time 	 	 data
0.1 	 	 1
0.2 	 	 1.00133
0.3 	 	 1.01064
0.4 	 	 1.03444
0.5 	 	 1.07906
0.6 	 	 1.15067
0.7 	 	 1.25519
0.8 	 	 1.39829
0.9 	 	 1.58535
1 	 	 1.82147
1.1 	 	 2.10512
1.2 	 	 2.43241
1.3 	 	 2.79901
1.4 	 	 3.20022
1.5 	 	 3.63103
1.6 	 	 4.08619
1.7 	 	 4.56028
1.8 	 	 5.04776
1.9 	 	 5.54306
2 	 	 6.04065
2.1 	 	 6.53506
2.2 	 	 7.021
2.3 	 	 7.49338
2.4 	 	 7.94739
2.5 	 	 8.37851
2.6 	 	 8.78262
2.7 	 	 9.15598
2.8 	 	 9.49529
2.9 	 	 9.79774
3 	 	 10.061
3.1 	 	 10.2832
3.2 	 	 10.4631
3.3 	 	 10.5999
3.4 	 	 10.6933
3.5 	 	 10.7435
3.6 	 	 10.7514
3.7 	 	 10.718
3.8 	 	 10.6452
3.9 	 	 10.535
4 	 	 10.3898
4.1 	 	 10.2126
4.2 	 	 10.0064
4.3 	 	 9.77465
4.4 	 	 9.52102
4.5 	 	 9.24929
4.6 	 	 8.96338
4.7 	 	 8.66731
4.8 	 	 8.36509
4.9 	 	 8.06075
5 	 	 7.75822
5.1 	 	 7.46133
5.2 	 	 7.17375
5.3 	 	 6.89897
5.4 	 	 6.64022
5.5 	 	 6.4005
5.6 	 	 6.1825
5.7 	 	 5.98858
5.8 	 	 5.82078
5.9 	 	 5.68078
6 	 	 5.56989
6.1 	 	 5.48904
6.2 	 	 5.43879
6.3 	 	 5.41934
6.4 	 	 5.43049
6.5 	 	 5.47169
6.6 	 	 5.54207
6.7 	 	 5.64042
6.8 	 	 5.7652
6.9 	 	 5.91463
7 	 	 6.08665
7.1 	 	 6.279
7.2 	 	 6.4892
7.3 	 	 6.71464
7.4 	 	 6.95257
7.5 	 	 7.20016
7.6 	 	 7.45452
7.7 	 	 7.71275
7.79999 	 	 7.97196
7.89999 	 	 8.22931
7.99999 	 	 8.48204
8.09999 	 	 8.72751
8.2 	 	 8.96322
8.3 	 	 9.18684
8.4 	 	 9.39623
8.5 	 	 9.58945
8.6 	 	 9.7648
8.7 	 	 9.92084
8.8 	 	 10.0564
8.9 	 	 10.1704
9 	 	 10.2624
9.1 	 	 10.3319
9.2 	 	 10.3787
9.3 	 	 10.4031
9.4 	 	 10.4054
9.5 	 	 10.3863
9.6 	 	 10.3467
9.7 	 	 10.2877
9.8 	 	 10.2106
9.9 	 	 10.1168
10 	 	 10.0081
